Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,target
0.225787,0.293302,0.20918,0.012515,0.2745,0.156843,0.212152,0.081324,0.097841,0.083801,0.058102,0.190294,0.049382,0.082849,0.030446,0.022295,0.049543,0.167523,0.163723,0.070043,0.02879,0.020965,0.012776,0.019827,0.029823,0.008531,0.00865,0.01549,0.018932,0.041711,0.098803,0.140445,0.074401,3
0.39825,0.504053,0.002101,0.35279,0.468163,0.590244,0.568707,0.049178,0.027861,0.022986,0.099197,0.065844,0.131602,0.008708,0.020419,0.250216,0.09413,0.022693,0.020607,0.094648,0.013548,0.019034,0.00483,0.009161,0.029102,0.084743,0.28837,0.289706,0.135123,0.083547,0.037612,0.015413,0.017739,4
0.395913,0.503726,0.352275,0.011885,0.462662,0.584333,0.554637,0.013293,0.012309,0.011222,0.043267,0.029699,0.057631,0.004702,0.00813,0.155186,0.040971,0.004949,0.008675,0.058887,0.007907,0.005962,0.00318,0.005278,0.010783,0.037855,0.169896,0.190341,0.059246,0.02529,0.007921,0.008621,0.007667,4
0.530917,0.164452,0.236207,0.313921,0.384281,0.466196,0.356943,0.007026,0.175781,0.102648,0.008378,0.056181,0.197376,0.010491,0.193713,0.067831,0.003547,0.006238,0.050681,0.364569,0.179312,0.090299,0.012877,0.008098,0.024301,0.004233,0.077679,0.037591,0.009865,0.011984,0.007186,0.007039,0.03229,0
0.436697,0.132228,0.258209,0.193359,0.317564,0.012006,0.273904,0.08013,0.079958,0.047908,0.155186,0.083434,0.168854,0.070576,0.017342,0.049339,0.19717,0.199503,0.062402,0.044513,0.058746,0.024998,0.036575,0.03938,0.034084,0.02554,0.018527,0.05868,0.223062,0.345368,0.237265,0.089366,0.035365,3
0.374215,0.480437,0.0068,0.055788,0.163011,0.277188,0.232616,0.047218,0.037196,0.041727,0.025378,0.092426,0.029323,0.009331,0.040216,0.134631,0.018754,0.014821,0.022609,0.007527,0.018503,0.01077,0.009342,0.011717,0.04719,0.118829,0.112747,0.045899,0.012997,0.011053,0.011078,0.015556,0.012925,3
0.646094,0.198302,0.286091,0.380556,0.468051,0.006798,0.438264,0.009762,0.010513,0.024985,0.059291,0.007993,0.006268,0.169368,0.023064,0.005396,0.090297,0.005416,0.002939,0.001814,0.003693,0.026131,0.174616,0.101999,0.032124,0.005726,0.008005,0.004142,0.00734,0.002107,0.004857,0.031751,0.004479,2
0.866321,0.262822,0.380514,0.507645,0.619486,0.390229,0.446884,0.003135,0.003353,0.001969,0.040598,0.003895,0.055684,0.004286,0.002966,0.005972,0.093578,0.008899,0.003869,0.00481,0.073425,0.006504,0.008814,0.004036,0.003886,0.00423,0.006445,0.038427,0.141888,0.056942,0.0146,0.008132,0.007231,4
0.344349,0.446905,0.313832,0.297756,0.414845,0.006317,0.368697,0.011173,0.010639,0.118045,0.026624,0.125416,0.010357,0.028686,0.135436,0.050419,0.006511,0.021868,0.014571,0.011455,0.006317,0.016868,0.029502,0.104733,0.217299,0.133538,0.048597,0.015494,0.008883,0.008832,0.012632,0.014794,0.020471,1
0.303298,0.387033,0.364724,0.275433,0.017024,0.001476,0.349712,0.017555,0.024631,0.022852,0.072406,0.008119,0.022879,0.111931,0.015324,0.029743,0.030414,0.016109,0.003342,0.006042,0.018102,0.190959,0.104612,0.056513,0.018929,0.009901,0.005337,0.028144,0.004816,0.013856,0.02677,0.008813,0.014706,2
0.39868,0.128428,0.000991,0.232624,0.177719,0.351813,0.300235,0.049797,0.047744,0.016729,0.082189,0.032256,0.082841,0.009514,0.010964,0.108204,0.083057,0.03511,0.02069,0.015348,0.010039,0.021407,0.008891,0.010683,0.007257,0.020664,0.092101,0.152875,0.077785,0.027231,0.016149,0.010154,0.01575,3
0.450332,0.133696,0.265747,0.198637,0.393188,0.329737,0.297043,0.028725,0.030353,0.011037,0.040497,0.067184,0.030955,0.044522,0.00358,0.005295,0.041827,0.186463,0.059531,0.011361,0.005523,0.037156,0.004654,0.031736,0.00407,0.007679,0.005409,0.007077,0.030509,0.21081,0.20501,0.088119,0.018928,3
0.177028,0.238064,0.171017,0.287455,0.339458,0.22331,0.250053,0.237002,0.234816,0.070448,0.187819,0.077853,0.064012,0.008903,0.070505,0.457352,0.181556,0.051348,0.022526,0.012609,0.044049,0.035141,0.01959,0.016643,0.020033,0.089304,0.184208,0.163046,0.030845,0.018169,0.013482,0.044631,0.016033,3
0.230219,0.305342,0.220506,0.291891,0.017557,0.006791,0.263912,0.051479,0.077617,0.102474,0.02969,0.204531,0.054693,0.070482,0.033113,0.018462,0.016255,0.087725,0.195536,0.102975,0.042458,0.028893,0.016593,0.015286,0.023875,0.024311,0.015674,0.015461,0.008312,0.009069,0.04723,0.142601,0.151204,2
0.704932,0.214,0.313845,0.012075,0.408632,0.50952,0.478729,0.014246,0.01326,0.036732,0.012075,0.035355,0.005792,0.010405,0.060768,0.017337,0.003871,0.033824,0.00594,0.007474,0.003619,0.006875,0.009513,0.048917,0.098408,0.037415,0.017171,0.008825,0.005926,0.004399,0.012697,0.005321,0.008132,2
0.362447,0.460007,0.01218,0.033821,0.044147,0.325344,0.29237,0.025856,0.028807,0.051716,0.039923,0.081017,0.039235,0.029607,0.053649,0.086265,0.024696,0.01915,0.023192,0.012443,0.01381,0.021551,0.021546,0.038735,0.077889,0.093233,0.082656,0.066161,0.027484,0.015618,0.014657,0.017139,0.011911,1
0.584713,0.178644,0.258528,0.341878,0.006296,0.423199,0.387932,0.007039,0.029268,0.00843,0.024543,0.004894,0.061921,0.028483,0.004993,0.048805,0.009763,0.00336,0.002839,0.008275,0.070824,0.083272,0.026412,0.012726,0.008771,0.006595,0.005933,0.004554,0.012792,0.008908,0.004126,0.007838,0.005276,2
0.417861,0.52816,0.001565,0.379511,0.356462,0.4983,0.459743,0.062407,0.038723,0.01637,0.128748,0.026722,0.173188,0.028277,0.007614,0.067947,0.143794,0.05435,0.009247,0.033211,0.035325,0.02037,0.009277,0.005509,0.007884,0.018998,0.069037,0.263641,0.215097,0.193437,0.093577,0.050226,0.017561,4
0.227119,0.292158,0.2058,0.275382,0.339071,0.41169,0.309603,0.017518,0.025152,0.051186,0.013872,0.142427,0.016135,0.072157,0.026744,0.0082,0.012957,0.152157,0.126827,0.051126,0.01816,0.022371,0.006677,0.016508,0.037148,0.008366,0.010038,0.008088,0.005899,0.033156,0.131976,0.143142,0.052396,2
0.431567,0.531483,0.007129,0.384751,0.495197,0.622134,0.600053,0.044147,0.029582,0.013435,0.082218,0.012623,0.106971,0.010404,0.004338,0.024003,0.106773,0.034909,0.003887,0.008742,0.047733,0.008858,0.011991,0.003526,0.004578,0.005167,0.02326,0.114669,0.168978,0.131251,0.059724,0.017717,0.007054,4
0.696558,0.212336,0.409034,0.304487,0.006225,0.606585,0.559196,0.023493,0.015526,0.12949,0.035149,0.09661,0.005104,0.040851,0.181463,0.027001,0.006012,0.161116,0.012055,0.003103,0.002826,0.010649,0.038076,0.373342,0.273858,0.099752,0.026653,0.007355,0.008166,0.020633,0.016363,0.003423,0.023395,2
0.221928,0.283142,0.2002,0.270015,0.332996,0.401386,0.302051,0.015444,0.01744,0.010406,0.012521,0.053183,0.006204,0.019293,0.003252,0.00248,0.012279,0.088301,0.047194,0.010891,0.006383,0.012078,0.001595,0.0197,0.003897,0.004587,0.003558,0.001683,0.00411,0.038249,0.066803,0.039016,0.00632,3
0.267754,0.35203,0.011883,0.25283,0.32838,0.417639,0.379419,0.032488,0.085952,0.045492,0.024427,0.021271,0.10359,0.025858,0.017504,0.029012,0.013872,0.00627,0.015133,0.042125,0.106783,0.066716,0.022373,0.014568,0.011804,0.011339,0.005569,0.011309,0.014285,0.005015,0.006602,0.007987,0.010264,2
0.630091,0.189932,0.006278,0.28066,0.367265,0.55686,0.509933,0.017878,0.018129,0.017067,0.031445,0.008934,0.012056,0.077178,0.014037,0.007133,0.038229,0.011121,0.004012,0.003988,0.010339,0.059427,0.079064,0.036901,0.020454,0.007658,0.005281,0.008028,0.005294,0.004299,0.018166,0.014414,0.007638,2
0.039324,0.071315,0.133404,0.149326,0.280938,0.422509,0.386543,0.195977,0.160752,0.091454,0.088056,0.123269,0.126846,0.09955,0.068659,0.066815,0.046285,0.065314,0.065038,0.052168,0.034499,0.038997,0.034058,0.033203,0.03042,0.020599,0.024039,0.041276,0.037474,0.06063,0.097932,0.142484,0.124401,4
0.477033,0.610232,0.430551,0.577544,0.002213,0.022775,0.587265,0.01281,0.007692,0.005576,0.006074,0.043257,0.006578,0.041322,0.008112,0.004401,0.003229,0.028419,0.038791,0.00719,0.002807,0.006387,0.031307,0.005317,0.013806,0.003022,0.004006,0.004135,0.00404,0.012335,0.050246,0.160472,0.084718,1
0.005665,0.212734,0.017769,0.203583,0.296931,0.033213,0.278577,0.09729,0.039593,0.07382,0.0348,0.050487,0.018914,0.028259,0.063754,0.027963,0.009949,0.026192,0.013225,0.005646,0.007161,0.01414,0.022513,0.091075,0.093326,0.045213,0.022681,0.012356,0.008609,0.008068,0.008578,0.006562,0.020339,2
0.383865,0.492422,0.347339,0.463752,0.570596,0.012143,0.544093,0.008198,0.007585,0.011672,0.042948,0.092841,0.056739,0.004398,0.010537,0.388085,0.039311,0.004095,0.010038,0.025538,0.009651,0.0044,0.002822,0.004964,0.01525,0.105153,0.39778,0.342365,0.056192,0.010437,0.006441,0.012214,0.009123,1
0.451033,0.037348,0.265058,0.391214,0.044014,0.514879,0.504518,0.082138,0.051504,0.039738,0.052707,0.030476,0.043122,0.028503,0.011607,0.016225,0.028329,0.052455,0.009928,0.008311,0.011233,0.026984,0.007071,0.004813,0.007232,0.007737,0.014125,0.026246,0.045455,0.096929,0.090494,0.052927,0.020113,4
0.944187,0.294583,0.412669,0.005538,0.537911,0.672072,0.653412,0.02203,0.011588,0.006805,0.015833,0.044057,0.019749,0.059884,0.005152,0.005858,0.014573,0.177828,0.039019,0.003889,0.004382,0.174409,0.025932,0.031231,0.005689,0.0043,0.005045,0.010589,0.020996,0.119923,0.339957,0.168353,0.083271,4
0.000929,0.28385,0.276257,0.412746,0.022408,0.546682,0.562722,0.054658,0.025367,0.01092,0.0202,0.028218,0.020134,0.030241,0.008828,0.006439,0.014234,0.044502,0.019004,0.006485,0.005425,0.020834,0.00997,0.016279,0.006719,0.00384,0.004556,0.012653,0.01993,0.05222,0.097449,0.070735,0.041255,4
0.76171,0.234787,0.336128,0.45094,0.001552,0.553509,0.531341,0.009936,0.00727,0.017049,0.007159,0.103399,0.008448,0.003834,0.020865,0.195187,0.00547,0.003461,0.133098,0.005888,0.016291,0.003808,0.003123,0.006706,0.03139,0.302255,0.193719,0.085015,0.007613,0.004129,0.006372,0.005288,0.031898,4
0.78977,0.239518,0.347135,0.463064,0.006285,0.574292,0.548439,0.010293,0.007174,0.004661,0.009265,0.015097,0.011172,0.003245,0.004631,0.140483,0.007861,0.003418,0.019546,0.025781,0.011623,0.004307,0.002638,0.00403,0.005903,0.036302,0.149735,0.055231,0.010903,0.00592,0.005627,0.012216,0.00976,1
0.206675,0.268841,0.189448,0.254628,0.312811,0.443292,0.33443,0.214674,0.216592,0.010322,0.22344,0.111877,0.095284,0.052458,0.004578,0.026961,0.27171,0.261956,0.098573,0.021531,0.022783,0.005096,0.048968,0.0138,0.022072,0.006491,0.00323,0.031693,0.12127,0.125032,0.045977,0.010868,0.012702,3
0.397649,0.504761,0.012218,0.352561,0.463697,0.082736,0.433812,0.040471,0.037334,0.031166,0.050814,0.042632,0.063962,0.013317,0.021489,0.100869,0.042511,0.017061,0.012852,0.039205,0.015758,0.014018,0.004963,0.012521,0.030651,0.041981,0.118129,0.128547,0.060157,0.029852,0.024654,0.016716,0.011529,4
0.205509,0.257338,0.183134,0.247565,0.302881,0.001799,0.265783,0.098094,0.096932,0.012112,0.141183,0.044847,0.105316,0.029169,0.0084,0.0772,0.165151,0.079826,0.037907,0.011255,0.015294,0.028452,0.025324,0.007933,0.006649,0.0056,0.031022,0.150775,0.11555,0.045465,0.00915,0.010295,0.007738,3
0.436346,0.13158,0.193172,0.259166,0.318213,0.384607,0.286834,0.036719,0.036746,0.005925,0.075452,0.040921,0.07054,0.025001,0.00275,0.005479,0.093623,0.109095,0.035698,0.009934,0.013205,0.005965,0.018583,0.017034,0.008098,0.00598,0.003174,0.011029,0.086875,0.16445,0.098055,0.020134,0.008533,3
0.528111,0.155768,0.232393,0.313092,0.011273,0.385473,0.346185,0.022665,0.086455,0.068517,0.015,0.06751,0.08682,0.016812,0.091635,0.045002,0.005295,0.013103,0.061634,0.181045,0.077441,0.031618,0.013001,0.013886,0.013641,0.007694,0.03977,0.016311,0.0067,0.007273,0.005733,0.0154,0.046617,2
0.305933,0.391555,0.28192,0.374909,0.005838,0.466096,0.434702,0.010263,0.02862,0.049823,0.11627,0.019351,0.034684,0.184152,0.046398,0.02745,0.04903,0.020006,0.009119,0.010121,0.030157,0.153652,0.193869,0.141944,0.066089,0.017944,0.013844,0.016395,0.010317,0.013238,0.029767,0.048583,0.015546,2
0.195714,0.259185,0.24738,0.183212,0.30222,0.364601,0.269886,0.075574,0.076172,0.003884,0.079321,0.01276,0.036047,0.007525,0.003585,0.025791,0.082714,0.050995,0.011152,0.003609,0.004809,0.007517,0.006348,0.004594,0.003258,0.002578,0.004979,0.042793,0.037854,0.020382,0.005242,0.006235,0.004285,3
0.431391,0.540227,0.380399,0.001248,0.501509,0.623214,0.606785,0.026795,0.013102,0.006054,0.210828,0.012258,0.291163,0.018739,0.004819,0.026641,0.327603,0.090539,0.005704,0.007398,0.165155,0.01089,0.025916,0.003763,0.004479,0.007829,0.026009,0.248475,0.510287,0.361475,0.157671,0.034308,0.011528,4
0.378959,0.484632,0.342186,0.457238,0.012401,0.681234,0.631328,0.013762,0.013095,0.017497,0.016851,0.058418,0.018984,0.006858,0.014753,0.143868,0.012878,0.006788,0.024209,0.013205,0.023088,0.004875,0.004016,0.007213,0.022119,0.097955,0.147957,0.081569,0.017861,0.011626,0.010273,0.011917,0.016557,1
0.156492,0.212881,0.149794,0.001566,0.199201,0.259831,0.216965,0.207741,0.13197,0.210063,0.095615,0.091688,0.043757,0.108141,0.228856,0.201002,0.073081,0.040129,0.03749,0.038026,0.027476,0.025409,0.032354,0.086841,0.110067,0.063686,0.027918,0.022741,0.016555,0.023293,0.016987,0.032565,0.07082,3
0.418116,0.542433,0.005673,0.516531,0.372168,0.039476,0.505409,0.043643,0.023272,0.006627,0.04446,0.011206,0.061422,0.013296,0.004417,0.018556,0.081692,0.024352,0.006141,0.004958,0.054391,0.008819,0.004308,0.004066,0.004758,0.006874,0.017782,0.0701,0.123853,0.075694,0.04169,0.025243,0.013363,4
0.360812,0.460307,0.330005,0.017441,0.43085,0.816903,0.755358,0.009841,0.007886,0.026167,0.006767,0.046715,0.005638,0.004848,0.032976,0.033843,0.003247,0.006578,0.015828,0.005816,0.003119,0.004201,0.003952,0.012003,0.054494,0.065792,0.033905,0.014139,0.004246,0.003896,0.004969,0.007263,0.005619,1
0.924633,0.28287,0.002601,0.40256,0.028127,0.530994,0.540602,0.017354,0.01251,0.005921,0.010523,0.014231,0.013899,0.023947,0.004265,0.005066,0.009509,0.049613,0.009159,0.002821,0.004662,0.074484,0.00338,0.005708,0.002941,0.002923,0.003646,0.006299,0.012059,0.091633,0.085142,0.046136,0.017713,4
0.418497,0.506151,0.24863,0.011663,0.371282,0.497622,0.435237,0.026642,0.024739,0.012631,0.085902,0.009074,0.11405,0.005874,0.003781,0.039958,0.095083,0.01634,0.004914,0.028091,0.02377,0.006826,0.006459,0.003259,0.004244,0.007166,0.04241,0.112669,0.142361,0.091411,0.027703,0.009224,0.006802,1
0.546876,0.164076,0.242393,0.324884,0.006144,0.400671,0.365705,0.033905,0.118677,0.071386,0.018744,0.03997,0.184381,0.017334,0.101472,0.026833,0.009634,0.007816,0.029006,0.20435,0.17022,0.053122,0.012845,0.019961,0.025215,0.007452,0.013356,0.078624,0.010984,0.014168,0.012326,0.009741,0.021998,5
0.021395,0.284722,0.275466,0.412797,0.544698,0.234505,0.489558,0.069805,0.062664,0.02421,0.021591,0.036231,0.023976,0.047018,0.004529,0.00633,0.015725,0.073662,0.028815,0.004887,0.005577,0.047206,0.011802,0.009016,0.005242,0.003793,0.00516,0.013139,0.022033,0.068262,0.137466,0.110914,0.061163,4
0.40167,0.518054,0.017099,0.374233,0.065507,0.492351,0.470002,0.061637,0.056656,0.048157,0.096532,0.03591,0.119246,0.017267,0.015765,0.082448,0.094602,0.012405,0.012462,0.049244,0.030733,0.018526,0.008176,0.008906,0.014321,0.02166,0.079997,0.275664,0.134016,0.053652,0.016618,0.016102,0.014204,4
0.929587,0.284831,0.02255,0.412287,0.538011,0.672273,0.643973,0.051005,0.039355,0.026097,0.024756,0.030012,0.025559,0.037129,0.008222,0.007225,0.007465,0.084339,0.014084,0.0057,0.007342,0.105808,0.007682,0.008902,0.006655,0.005367,0.005383,0.010182,0.009865,0.075916,0.148281,0.070457,0.02675,4
