date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
0.030707,7,0.851064,0.083794,0.325052,0.003467,0.422915,0.414912,True
0.030707,7,0.87234,0.077489,0.285778,0.003467,0.422915,0.414912,True
0.030707,7,0.893617,0.083794,0.292919,0.003467,0.422915,0.414912,True
0.030707,7,0.914894,0.077489,0.293365,0.003467,0.422915,0.414912,True
0.030707,7,0.93617,0.074817,0.294109,0.003467,0.422915,0.414912,False
0.030707,7,0.957447,0.059265,0.266439,0.003467,0.422915,0.414912,False
0.030707,7,0.978723,0.059265,0.260042,0.003467,0.422915,0.414912,False
0.030707,7,1.0,0.059295,0.229545,0.003467,0.422915,0.414912,False
0.030751,1,0.0,0.059265,0.215412,0.003467,0.422915,0.414912,False
0.030751,1,0.021277,0.059265,0.179411,0.003467,0.422915,0.414912,False
0.030751,1,0.042553,0.059265,0.149658,0.003467,0.422915,0.414912,False
0.030751,1,0.06383,0.050829,0.121392,0.003467,0.422915,0.414912,False
0.030751,1,0.085106,0.050829,0.103541,0.003467,0.422915,0.414912,False
0.030751,1,0.106383,0.050829,0.096251,0.003467,0.422915,0.414912,False
0.030751,1,0.12766,0.050829,0.092681,0.003467,0.422915,0.414912,False
0.030751,1,0.148936,0.050829,0.101012,0.003467,0.422915,0.414912,False
0.030751,1,0.170213,0.050859,0.131508,0.003467,0.422915,0.414912,False
0.030751,1,0.191489,0.059956,0.168551,0.003467,0.422915,0.414912,False
0.030751,1,0.212766,0.088807,0.253198,0.003467,0.422915,0.414912,True
0.030751,1,0.234043,0.095473,0.345582,0.003467,0.422915,0.414912,True
0.030751,1,0.255319,0.098475,0.378161,0.003467,0.422915,0.414912,True
0.030751,1,0.276596,0.111625,0.447188,0.003467,0.422915,0.414912,True
0.030751,1,0.297872,0.059956,0.477388,0.003467,0.422915,0.414912,False
0.030751,1,0.319149,0.088807,0.501339,0.003467,0.422915,0.414912,True
0.030751,1,0.340426,0.088807,0.556531,0.003467,0.422915,0.414912,True
0.030751,1,0.361702,0.088807,0.583904,0.003467,0.422915,0.414912,True
0.030751,1,0.382979,0.111625,0.574531,0.003467,0.422915,0.414912,True
0.030751,1,0.404255,0.088807,0.580631,0.003467,0.422915,0.414912,True
0.030751,1,0.425532,0.111625,0.597441,0.003467,0.422915,0.414912,True
0.030751,1,0.446809,0.119491,0.615144,0.003467,0.422915,0.414912,True
0.030751,1,0.468085,0.11862,0.610681,0.003467,0.422915,0.414912,True
0.030751,1,0.489362,0.119491,0.608747,0.003467,0.422915,0.414912,True
0.030751,1,0.510638,0.11862,0.603689,0.003467,0.422915,0.414912,True
0.030751,1,0.531915,0.11862,0.59521,0.003467,0.422915,0.414912,True
0.030751,1,0.553191,0.111865,0.587325,0.003467,0.422915,0.414912,True
0.030751,1,0.574468,0.111865,0.581077,0.003467,0.422915,0.414912,True
0.030751,1,0.595745,0.11862,0.580184,0.003467,0.422915,0.414912,True
0.030751,1,0.617021,0.119491,0.588069,0.003467,0.422915,0.414912,True
0.030751,1,0.638298,0.11862,0.589408,0.003467,0.422915,0.414912,True
0.030751,1,0.659574,0.11862,0.592383,0.003467,0.422915,0.414912,True
0.030751,1,0.680851,0.11862,0.577804,0.003467,0.422915,0.414912,True
0.030751,1,0.702128,0.111865,0.557423,0.003467,0.422915,0.414912,True
0.030751,1,0.723404,0.098475,0.519339,0.003467,0.422915,0.414912,True
0.030751,1,0.744681,0.095473,0.491669,0.003467,0.422915,0.414912,True
0.030751,1,0.765957,0.095473,0.465635,0.003467,0.422915,0.414912,True
0.030751,1,0.787234,0.088807,0.451056,0.003467,0.422915,0.414912,True
0.030751,1,0.808511,0.095473,0.46623,0.003467,0.422915,0.414912,True
0.030751,1,0.829787,0.088807,0.464445,0.003467,0.422915,0.414912,True
0.030751,1,0.851064,0.095473,0.434246,0.003467,0.422915,0.414912,True
0.030751,1,0.87234,0.074817,0.383814,0.003467,0.422915,0.414912,False
0.030751,1,0.893617,0.098475,0.402261,0.003467,0.422915,0.414912,True
0.030751,1,0.914894,0.059956,0.407468,0.003467,0.422915,0.414912,False
0.030751,1,0.93617,0.088807,0.423683,0.003467,0.422915,0.414912,True
0.030751,1,0.957447,0.076888,0.422493,0.003467,0.422915,0.414912,False
0.030751,1,0.978723,0.076888,0.410295,0.003467,0.422915,0.414912,False
0.030751,1,1.0,0.095473,0.389021,0.003467,0.422915,0.414912,True
0.030795,2,0.0,0.074817,0.35659,0.003467,0.422915,0.414912,False
0.030795,2,0.021277,0.054792,0.294258,0.003467,0.422915,0.414912,False
0.030795,2,0.042553,0.05308,0.243231,0.003467,0.422915,0.414912,False
0.030795,2,0.06383,0.05308,0.204255,0.003467,0.422915,0.414912,False
0.030795,2,0.085106,0.05308,0.168105,0.003467,0.422915,0.414912,False
0.030795,2,0.106383,0.071694,0.155311,0.003467,0.422915,0.414912,False
0.030795,2,0.12766,0.071694,0.14222,0.003467,0.422915,0.414912,False
0.030795,2,0.148936,0.074517,0.142071,0.003467,0.422915,0.414912,False
0.030795,2,0.170213,0.074517,0.167658,0.003467,0.422915,0.414912,False
0.030795,2,0.191489,0.098895,0.207081,0.003467,0.422915,0.414912,True
0.030795,2,0.212766,0.111174,0.270753,0.003467,0.422915,0.414912,True
0.030795,2,0.234043,0.098024,0.357632,0.003467,0.422915,0.414912,True
0.030795,2,0.255319,0.102468,0.379203,0.003467,0.422915,0.414912,True
0.030795,2,0.276596,0.111174,0.445106,0.003467,0.422915,0.414912,True
0.030795,2,0.297872,0.098024,0.472627,0.003467,0.422915,0.414912,True
0.030795,2,0.319149,0.106461,0.49152,0.003467,0.422915,0.414912,True
0.030795,2,0.340426,0.112435,0.542993,0.003467,0.422915,0.414912,True
0.030795,2,0.361702,0.098024,0.55058,0.003467,0.422915,0.414912,True
0.030795,2,0.382979,0.098024,0.54463,0.003467,0.422915,0.414912,True
0.030795,2,0.404255,0.119491,0.538084,0.003467,0.422915,0.414912,True
0.030795,2,0.425532,0.098024,0.535852,0.003467,0.422915,0.414912,True
0.030795,2,0.446809,0.098024,0.543737,0.003467,0.422915,0.414912,True
0.030795,2,0.468085,0.098895,0.538233,0.003467,0.422915,0.414912,True
0.030795,2,0.489362,0.098895,0.537191,0.003467,0.422915,0.414912,True
0.030795,2,0.510638,0.098895,0.541654,0.003467,0.422915,0.414912,True
0.030795,2,0.531915,0.098895,0.543291,0.003467,0.422915,0.414912,True
0.030795,2,0.553191,0.111174,0.542547,0.003467,0.422915,0.414912,True
0.030795,2,0.574468,0.111174,0.538381,0.003467,0.422915,0.414912,True
0.030795,2,0.595745,0.111174,0.534811,0.003467,0.422915,0.414912,True
0.030795,2,0.617021,0.098895,0.535852,0.003467,0.422915,0.414912,True
0.030795,2,0.638298,0.111174,0.537043,0.003467,0.422915,0.414912,True
0.030795,2,0.659574,0.111174,0.538976,0.003467,0.422915,0.414912,True
0.030795,2,0.680851,0.111174,0.525885,0.003467,0.422915,0.414912,True
0.030795,2,0.702128,0.098024,0.520083,0.003467,0.422915,0.414912,True
0.030795,2,0.723404,0.098024,0.483041,0.003467,0.422915,0.414912,True
0.030795,2,0.744681,0.074817,0.466379,0.003467,0.422915,0.414912,False
0.030795,2,0.765957,0.098024,0.445998,0.003467,0.422915,0.414912,True
0.030795,2,0.787234,0.098024,0.432163,0.003467,0.422915,0.414912,True
0.030795,2,0.808511,0.098895,0.430824,0.003467,0.422915,0.414912,True
0.030795,2,0.829787,0.056743,0.424576,0.003467,0.422915,0.414912,False
0.030795,2,0.851064,0.074817,0.394525,0.003467,0.422915,0.414912,False
0.030795,2,0.87234,0.061217,0.358673,0.003467,0.422915,0.414912,False
0.030795,2,0.893617,0.074817,0.388277,0.003467,0.422915,0.414912,False
0.030795,2,0.914894,0.074817,0.393782,0.003467,0.422915,0.414912,False
0.030795,2,0.93617,0.098024,0.412972,0.003467,0.422915,0.414912,True
0.030795,2,0.957447,0.098024,0.410741,0.003467,0.422915,0.414912,True
0.030795,2,0.978723,0.098024,0.408063,0.003467,0.422915,0.414912,True
0.030795,2,1.0,0.074817,0.382624,0.003467,0.422915,0.414912,False
0.030839,3,0.0,0.074817,0.354805,0.003467,0.422915,0.414912,False
0.030839,3,0.021277,0.058755,0.292324,0.003467,0.422915,0.414912,False
0.030839,3,0.042553,0.053591,0.239512,0.003467,0.422915,0.414912,False
0.030839,3,0.06383,0.053591,0.197114,0.003467,0.422915,0.414912,False
0.030839,3,0.085106,0.053591,0.165873,0.003467,0.422915,0.414912,False
0.030839,3,0.106383,0.053591,0.154418,0.003467,0.422915,0.414912,False
0.030839,3,0.12766,0.074517,0.142517,0.003467,0.422915,0.414912,False
0.030839,3,0.148936,0.074517,0.153972,0.003467,0.422915,0.414912,False
0.030839,3,0.170213,0.075958,0.185064,0.003467,0.422915,0.414912,False
0.030839,3,0.191489,0.102138,0.213776,0.003467,0.422915,0.414912,True
0.030839,3,0.212766,0.114957,0.288456,0.003467,0.422915,0.414912,True
0.030839,3,0.234043,0.102798,0.377715,0.003467,0.422915,0.414912,True
0.030839,3,0.255319,0.119491,0.400774,0.003467,0.422915,0.414912,True
0.030839,3,0.276596,0.119491,0.462214,0.003467,0.422915,0.414912,True
0.030839,3,0.297872,0.102138,0.491818,0.003467,0.422915,0.414912,True
0.030839,3,0.319149,0.114957,0.514281,0.003467,0.422915,0.414912,True
0.030839,3,0.340426,0.119491,0.561738,0.003467,0.422915,0.414912,True
0.030839,3,0.361702,0.119491,0.574085,0.003467,0.422915,0.414912,True
0.030839,3,0.382979,0.119491,0.571556,0.003467,0.422915,0.414912,True
0.030839,3,0.404255,0.119521,0.561886,0.003467,0.422915,0.414912,True
0.030839,3,0.425532,0.123664,0.567837,0.003467,0.422915,0.414912,True
0.030839,3,0.446809,0.119491,0.564564,0.003467,0.422915,0.414912,True
0.030839,3,0.468085,0.119491,0.570217,0.003467,0.422915,0.414912,True
0.030839,3,0.489362,0.119491,0.567093,0.003467,0.422915,0.414912,True
0.030839,3,0.510638,0.119491,0.569622,0.003467,0.422915,0.414912,True
0.030839,3,0.531915,0.119491,0.576465,0.003467,0.422915,0.414912,True
0.030839,3,0.553191,0.11883,0.574085,0.003467,0.422915,0.414912,True
0.030839,3,0.574468,0.119521,0.573936,0.003467,0.422915,0.414912,True
0.030839,3,0.595745,0.119521,0.568283,0.003467,0.422915,0.414912,True
0.030839,3,0.617021,0.119521,0.571705,0.003467,0.422915,0.414912,True
0.030839,3,0.638298,0.119491,0.576019,0.003467,0.422915,0.414912,True
0.030839,3,0.659574,0.119491,0.565754,0.003467,0.422915,0.414912,True
0.030839,3,0.680851,0.11883,0.548497,0.003467,0.422915,0.414912,True
0.030839,3,0.702128,0.114957,0.530051,0.003467,0.422915,0.414912,True
0.030839,3,0.723404,0.102798,0.491372,0.003467,0.422915,0.414912,True
0.030839,3,0.744681,0.074817,0.463553,0.003467,0.422915,0.414912,False
0.030839,3,0.765957,0.056143,0.438411,0.003467,0.422915,0.414912,False
0.030839,3,0.787234,0.074817,0.423386,0.003467,0.422915,0.414912,False
0.030839,3,0.808511,0.074817,0.434246,0.003467,0.422915,0.414912,False
0.030839,3,0.829787,0.102138,0.442428,0.003467,0.422915,0.414912,True
0.030839,3,0.851064,0.102138,0.411931,0.003467,0.422915,0.414912,True
0.030839,3,0.87234,0.102138,0.382624,0.003467,0.422915,0.414912,True
0.030839,3,0.893617,0.103729,0.409699,0.003467,0.422915,0.414912,True
0.030839,3,0.914894,0.114957,0.419369,0.003467,0.422915,0.414912,True
0.030839,3,0.93617,0.114957,0.436477,0.003467,0.422915,0.414912,True
0.030839,3,0.957447,0.102138,0.432163,0.003467,0.422915,0.414912,True
0.030839,3,0.978723,0.102798,0.421898,0.003467,0.422915,0.414912,True
0.030839,3,1.0,0.114957,0.392294,0.003467,0.422915,0.414912,True
0.030884,4,0.0,0.059595,0.356442,0.003467,0.422915,0.414912,False
0.030884,4,0.021277,0.055152,0.29396,0.003467,0.422915,0.414912,False
0.030884,4,0.042553,0.059595,0.246653,0.003467,0.422915,0.414912,False
0.030884,4,0.06383,0.053591,0.208569,0.003467,0.422915,0.414912,False
0.030884,4,0.085106,0.053591,0.173609,0.003467,0.422915,0.414912,False
0.030884,4,0.106383,0.074787,0.15546,0.003467,0.422915,0.414912,False
0.030884,4,0.12766,0.074787,0.151592,0.003467,0.422915,0.414912,False
0.030884,4,0.148936,0.074787,0.150699,0.003467,0.422915,0.414912,False
0.030884,4,0.170213,0.074787,0.181791,0.003467,0.422915,0.414912,False
0.030884,4,0.191489,0.099135,0.210503,0.003467,0.422915,0.414912,False
0.030884,4,0.212766,0.103339,0.281018,0.003467,0.422915,0.414912,True
0.030884,4,0.234043,0.103339,0.37593,0.003467,0.422915,0.414912,True
0.030884,4,0.255319,0.119131,0.397203,0.003467,0.422915,0.414912,True
0.030884,4,0.276596,0.119131,0.452098,0.003467,0.422915,0.414912,True
0.030884,4,0.297872,0.059595,0.470842,0.003467,0.422915,0.414912,False
0.030884,4,0.319149,0.059595,0.493008,0.003467,0.422915,0.414912,False
0.030884,4,0.340426,0.074817,0.537489,0.003467,0.422915,0.414912,False
0.030884,4,0.361702,0.059595,0.550283,0.003467,0.422915,0.414912,False
0.030884,4,0.382979,0.073496,0.542993,0.003467,0.422915,0.414912,False
0.030884,4,0.404255,0.073496,0.531836,0.003467,0.422915,0.414912,False
0.030884,4,0.425532,0.073496,0.528414,0.003467,0.422915,0.414912,False
0.030884,4,0.446809,0.073496,0.533026,0.003467,0.422915,0.414912,False
0.030884,4,0.468085,0.073496,0.534365,0.003467,0.422915,0.414912,False
0.030884,4,0.489362,0.074817,0.539423,0.003467,0.422915,0.414912,False
0.030884,4,0.510638,0.102348,0.554002,0.003467,0.422915,0.414912,True
0.030884,4,0.531915,0.102348,0.547159,0.003467,0.422915,0.414912,True
0.030884,4,0.553191,0.114957,0.554597,0.003467,0.422915,0.414912,True
0.030884,4,0.574468,0.103339,0.549241,0.003467,0.422915,0.414912,True
0.030884,4,0.595745,0.119131,0.540167,0.003467,0.422915,0.414912,True
0.030884,4,0.617021,0.102348,0.545076,0.003467,0.422915,0.414912,True
0.030884,4,0.638298,0.114957,0.536894,0.003467,0.422915,0.414912,True
0.030884,4,0.659574,0.074817,0.518447,0.003467,0.422915,0.414912,False
0.030884,4,0.680851,0.073496,0.514877,0.003467,0.422915,0.414912,False
0.030884,4,0.702128,0.073496,0.515769,0.003467,0.422915,0.414912,False
0.030884,4,0.723404,0.056833,0.485719,0.003467,0.422915,0.414912,False
0.030884,4,0.744681,0.055812,0.460726,0.003467,0.422915,0.414912,False
0.030884,4,0.765957,0.055812,0.436031,0.003467,0.422915,0.414912,False
0.030884,4,0.787234,0.055812,0.427551,0.003467,0.422915,0.414912,False
0.030884,4,0.808511,0.055812,0.442279,0.003467,0.422915,0.414912,False
0.030884,4,0.829787,0.054612,0.445552,0.003467,0.422915,0.414912,False
0.030884,4,0.851064,0.102348,0.411485,0.003467,0.422915,0.414912,True
0.030884,4,0.87234,0.074817,0.380542,0.003467,0.422915,0.414912,False
0.030884,4,0.893617,0.103339,0.408509,0.003467,0.422915,0.414912,True
0.030884,4,0.914894,0.102348,0.413865,0.003467,0.422915,0.414912,True
0.030884,4,0.93617,0.103339,0.439155,0.003467,0.422915,0.414912,True
0.030884,4,0.957447,0.102348,0.433651,0.003467,0.422915,0.414912,True
0.030884,4,0.978723,0.074817,0.41565,0.003467,0.422915,0.414912,False
0.030884,4,1.0,0.102348,0.394674,0.003467,0.422915,0.414912,True
0.030928,5,0.0,0.074817,0.363731,0.003467,0.422915,0.414912,False
0.030928,5,0.021277,0.054461,0.299167,0.003467,0.422915,0.414912,False
0.030928,5,0.042553,0.054281,0.244273,0.003467,0.422915,0.414912,False
0.030928,5,0.06383,0.054161,0.20485,0.003467,0.422915,0.414912,False
0.030928,5,0.085106,0.054161,0.166915,0.003467,0.422915,0.414912,False
0.030928,5,0.106383,0.050769,0.152038,0.003467,0.422915,0.414912,False
0.030928,5,0.12766,0.050769,0.146236,0.003467,0.422915,0.414912,False
0.030928,5,0.148936,0.071694,0.146087,0.003467,0.422915,0.414912,False
0.030928,5,0.170213,0.071694,0.178518,0.003467,0.422915,0.414912,False
0.030928,5,0.191489,0.074817,0.210354,0.003467,0.422915,0.414912,False
0.030928,5,0.212766,0.104449,0.287117,0.003467,0.422915,0.414912,True
0.030928,5,0.234043,0.098775,0.375186,0.003467,0.422915,0.414912,True
0.030928,5,0.255319,0.114957,0.39274,0.003467,0.422915,0.414912,True
0.030928,5,0.276596,0.074817,0.452693,0.003467,0.422915,0.414912,False
0.030928,5,0.297872,0.059865,0.477983,0.003467,0.422915,0.414912,False
0.030928,5,0.319149,0.06584,0.501636,0.003467,0.422915,0.414912,False
0.030928,5,0.340426,0.06584,0.55668,0.003467,0.422915,0.414912,False
0.030928,5,0.361702,0.074817,0.581523,0.003467,0.422915,0.414912,False
0.030928,5,0.382979,0.077549,0.585838,0.003467,0.422915,0.414912,False
0.030928,5,0.404255,0.098775,0.584201,0.003467,0.422915,0.414912,True
0.030928,5,0.425532,0.102258,0.585242,0.003467,0.422915,0.414912,True
0.030928,5,0.446809,0.098775,0.591342,0.003467,0.422915,0.414912,True
0.030928,5,0.468085,0.098775,0.590152,0.003467,0.422915,0.414912,True
0.030928,5,0.489362,0.113726,0.585094,0.003467,0.422915,0.414912,True
0.030928,5,0.510638,0.102258,0.59402,0.003467,0.422915,0.414912,True
0.030928,5,0.531915,0.113726,0.593127,0.003467,0.422915,0.414912,True
0.030928,5,0.553191,0.113726,0.590896,0.003467,0.422915,0.414912,True
0.030928,5,0.574468,0.113726,0.590747,0.003467,0.422915,0.414912,True
0.030928,5,0.595745,0.113726,0.585986,0.003467,0.422915,0.414912,True
0.030928,5,0.617021,0.113726,0.586581,0.003467,0.422915,0.414912,True
0.030928,5,0.638298,0.102258,0.588813,0.003467,0.422915,0.414912,True
0.030928,5,0.659574,0.102258,0.583457,0.003467,0.422915,0.414912,True
0.030928,5,0.680851,0.098775,0.56144,0.003467,0.422915,0.414912,True
0.030928,5,0.702128,0.074817,0.538679,0.003467,0.422915,0.414912,False
0.030928,5,0.723404,0.06584,0.487504,0.003467,0.422915,0.414912,False
0.030928,5,0.744681,0.059865,0.462511,0.003467,0.422915,0.414912,False
0.030928,5,0.765957,0.059865,0.441089,0.003467,0.422915,0.414912,False
0.030928,5,0.787234,0.06584,0.437816,0.003467,0.422915,0.414912,False
0.030928,5,0.808511,0.06584,0.435733,0.003467,0.422915,0.414912,False
0.030928,5,0.829787,0.059865,0.425171,0.003467,0.422915,0.414912,False
0.030928,5,0.851064,0.06584,0.403005,0.003467,0.422915,0.414912,False
0.030928,5,0.87234,0.074817,0.373996,0.003467,0.422915,0.414912,False
0.030928,5,0.893617,0.104449,0.405237,0.003467,0.422915,0.414912,True
0.030928,5,0.914894,0.098775,0.420411,0.003467,0.422915,0.414912,True
0.030928,5,0.93617,0.102258,0.444064,0.003467,0.422915,0.414912,True
0.030928,5,0.957447,0.098775,0.437519,0.003467,0.422915,0.414912,True
0.030928,5,0.978723,0.098775,0.41565,0.003467,0.422915,0.414912,True
0.030928,5,1.0,0.098775,0.386343,0.003467,0.422915,0.414912,True
0.030972,6,0.0,0.074817,0.349598,0.003467,0.422915,0.414912,False
0.030972,6,0.021277,0.057254,0.271199,0.003467,0.422915,0.414912,False
0.030972,6,0.042553,0.054161,0.211544,0.003467,0.422915,0.414912,False
0.030972,6,0.06383,0.054161,0.171675,0.003467,0.422915,0.414912,False
0.030972,6,0.085106,0.051429,0.142517,0.003467,0.422915,0.414912,False
0.030972,6,0.106383,0.051429,0.119905,0.003467,0.422915,0.414912,False
0.030972,6,0.12766,0.051429,0.107706,0.003467,0.422915,0.414912,False
0.030972,6,0.148936,0.071694,0.102648,0.003467,0.422915,0.414912,False
0.030972,6,0.170213,0.070223,0.106813,0.003467,0.422915,0.414912,False
0.030972,6,0.191489,0.070223,0.122731,0.003467,0.422915,0.414912,False
0.030972,6,0.212766,0.070223,0.142815,0.003467,0.422915,0.414912,False
0.030972,6,0.234043,0.070223,0.18075,0.003467,0.422915,0.414912,False
0.030972,6,0.255319,0.077489,0.219429,0.003467,0.422915,0.414912,False
0.030972,6,0.276596,0.084394,0.279232,0.003467,0.422915,0.414912,True
0.030972,6,0.297872,0.087366,0.330556,0.003467,0.422915,0.414912,True
0.030972,6,0.319149,0.084394,0.376971,0.003467,0.422915,0.414912,True
0.030972,6,0.340426,0.089828,0.412675,0.003467,0.422915,0.414912,True
0.030972,6,0.361702,0.089828,0.437072,0.003467,0.422915,0.414912,True
0.030972,6,0.382979,0.084394,0.435138,0.003467,0.422915,0.414912,True
0.030972,6,0.404255,0.089828,0.42532,0.003467,0.422915,0.414912,True
0.030972,6,0.425532,0.083794,0.415353,0.003467,0.422915,0.414912,True
0.030972,6,0.446809,0.084394,0.409402,0.003467,0.422915,0.414912,True
0.030972,6,0.468085,0.077819,0.394377,0.003467,0.422915,0.414912,False
0.030972,6,0.489362,0.077489,0.384558,0.003467,0.422915,0.414912,False
0.030972,6,0.510638,0.084274,0.38679,0.003467,0.422915,0.414912,True
0.030972,6,0.531915,0.083794,0.370723,0.003467,0.422915,0.414912,True
0.030972,6,0.553191,0.077819,0.353169,0.003467,0.422915,0.414912,False
0.030972,6,0.574468,0.077819,0.342755,0.003467,0.422915,0.414912,False
0.030972,6,0.595745,0.083794,0.33249,0.003467,0.422915,0.414912,True
0.030972,6,0.617021,0.077489,0.331151,0.003467,0.422915,0.414912,False
0.030972,6,0.638298,0.077819,0.332044,0.003467,0.422915,0.414912,False
0.030972,6,0.659574,0.077819,0.335763,0.003467,0.422915,0.414912,True
0.030972,6,0.680851,0.077819,0.318953,0.003467,0.422915,0.414912,True
0.030972,6,0.702128,0.077819,0.333829,0.003467,0.422915,0.414912,True
0.030972,6,0.723404,0.077489,0.334871,0.003467,0.422915,0.414912,True
0.030972,6,0.744681,0.064399,0.324755,0.003467,0.422915,0.414912,False
0.030972,6,0.765957,0.059625,0.315382,0.003467,0.422915,0.414912,False
0.030972,6,0.787234,0.077489,0.299018,0.003467,0.422915,0.414912,True
0.030972,6,0.808511,0.077819,0.303927,0.003467,0.422915,0.414912,True
0.030972,6,0.829787,0.059595,0.304969,0.003467,0.422915,0.414912,False
0.030972,6,0.851064,0.059595,0.282059,0.003467,0.422915,0.414912,False
0.030972,6,0.87234,0.059265,0.263314,0.003467,0.422915,0.414912,False
0.030972,6,0.893617,0.059595,0.280274,0.003467,0.422915,0.414912,False
0.030972,6,0.914894,0.077489,0.285332,0.003467,0.422915,0.414912,True
0.030972,6,0.93617,0.059595,0.300208,0.003467,0.422915,0.414912,False
0.030972,6,0.957447,0.059595,0.282654,0.003467,0.422915,0.414912,False
0.030972,6,0.978723,0.059265,0.266587,0.003467,0.422915,0.414912,False
0.030972,6,1.0,0.054521,0.228057,0.003467,0.422915,0.414912,False
0.031016,7,0.0,0.059265,0.213924,0.003467,0.422915,0.414912,False
0.031016,7,0.021277,0.056113,0.165427,0.003467,0.422915,0.414912,False
0.031016,7,0.042553,0.050829,0.126153,0.003467,0.422915,0.414912,False
0.031016,7,0.06383,0.050829,0.094168,0.003467,0.422915,0.414912,False
0.031016,7,0.085106,0.044134,0.073639,0.003467,0.422915,0.414912,False
0.031016,7,0.106383,0.050829,0.054151,0.003467,0.422915,0.414912,False
0.031016,7,0.12766,0.050829,0.046415,0.003467,0.422915,0.414912,False
0.031016,7,0.148936,0.050829,0.041506,0.003467,0.422915,0.414912,False
0.031016,7,0.170213,0.050829,0.04582,0.003467,0.422915,0.414912,False
0.031016,7,0.191489,0.050829,0.050283,0.003467,0.422915,0.414912,False
0.031016,7,0.212766,0.050829,0.06025,0.003467,0.422915,0.414912,False
0.031016,7,0.234043,0.050829,0.078994,0.003467,0.422915,0.414912,False
0.031016,7,0.255319,0.071394,0.103541,0.003467,0.422915,0.414912,True
0.031016,7,0.276596,0.077489,0.146087,0.003467,0.422915,0.414912,True
0.031016,7,0.297872,0.077819,0.197709,0.003467,0.422915,0.414912,True
0.031016,7,0.319149,0.077489,0.239363,0.003467,0.422915,0.414912,True
0.031016,7,0.340426,0.077819,0.295299,0.003467,0.422915,0.414912,True
0.031016,7,0.361702,0.082112,0.318953,0.003467,0.422915,0.414912,True
0.031016,7,0.382979,0.077819,0.329664,0.003467,0.422915,0.414912,True
0.031016,7,0.404255,0.077489,0.318506,0.003467,0.422915,0.414912,True
0.031016,7,0.425532,0.077819,0.312109,0.003467,0.422915,0.414912,True
0.031016,7,0.446809,0.077489,0.296935,0.003467,0.422915,0.414912,True
0.031016,7,0.468085,0.077489,0.286671,0.003467,0.422915,0.414912,True
0.031016,7,0.489362,0.077489,0.273431,0.003467,0.422915,0.414912,True
0.031016,7,0.510638,0.074817,0.258256,0.003467,0.422915,0.414912,True
0.031016,7,0.531915,0.074817,0.243082,0.003467,0.422915,0.414912,True
0.031016,7,0.553191,0.059265,0.226569,0.003467,0.422915,0.414912,False
0.031016,7,0.574468,0.074817,0.219429,0.003467,0.422915,0.414912,True
0.031016,7,0.595745,0.059265,0.218387,0.003467,0.422915,0.414912,False
0.031016,7,0.617021,0.059265,0.217048,0.003467,0.422915,0.414912,False
0.031016,7,0.638298,0.059265,0.216156,0.003467,0.422915,0.414912,False
0.031016,7,0.659574,0.059265,0.22047,0.003467,0.422915,0.414912,False
0.031016,7,0.680851,0.059265,0.218387,0.003467,0.422915,0.414912,False
0.031016,7,0.702128,0.074817,0.239066,0.003467,0.422915,0.414912,True
0.031016,7,0.723404,0.074817,0.252306,0.003467,0.422915,0.414912,True
0.031016,7,0.744681,0.074817,0.256174,0.003467,0.422915,0.414912,True
0.031016,7,0.765957,0.074817,0.256174,0.003467,0.422915,0.414912,True
